음향신호관리번호,지주관리번호,방향,제조회사,시설번호,표출구분,종류,상태,이력ID,위치정보,경도,위도
24-0000016137,02-0000202859,-,-,-,2,1,001,20865,-,126.97164555392887,37.48959882867007
24-0000016136,02-0000106482,-,-,-,2,1,001,20864,-,126.97160341683298,37.48944621037072
24-0000016135,02-0000090648,-,-,-,2,1,001,20863,-,126.97175073322316,37.48945923498201
24-0000008824,02-0000019855,270,(주)대한신호,0,2,1,001,2359,1  ,126.94154018319817,37.470621476730805
24-0000008823,02-0000019852,45 ,(주)대한신호,0,2,1,001,2358,1  ,126.94142758959089,37.47094803726862
24-0000016131,02-0000016188,-,-,-,2,1,001,20859,-,126.97520671745858,37.4860816289011
24-0000016130,02-0000016189,-,-,-,2,1,001,20858,-,126.97520534876682,37.48594647737757
24-0000010535,02-0000040422,180,삼일안전시스템,-,2,1,001,15263,1  ,127.05567689028716,37.48964799168969
24-0000002248,02-0000096897,180,대한신호,-,2,1,001,7980,1  ,126.91218392507655,37.48153946641695
24-0000016280,02-0000178447,-,대한신호,-,2,1,001,21008,-,127.11415175750051,37.49803095494298
24-0000016282,02-0000123014,-,대한신호,-,2,1,001,21010,-,127.11452812669746,37.49780144164003
24-0000016281,02-0000160845,-,대한신호,-,2,1,001,21009,-,127.11429106388994,37.49807591491971
24-0000016279,02-0000178441,-,대한신호,-,2,1,001,21007,-,127.11362616700583,37.497737508440544
24-0000016278,02-0000160848,-,대한신호,-,2,1,001,21006,-,127.11350942434214,37.497656530128324
24-0000008916,02-0000023458,90 ,양광시스템,0,2,1,001,2641,1  ,126.95599312388586,37.480210305460474
24-0000002906,02-0000064408,180,대한신호,-,2,1,001,5459,1  ,126.8693301162938,37.511236889897425
24-0000015889,02-0000064401,-,상이군경회,-,2,1,001,20617,-,126.86962458000507,37.51101449839961
24-0000015888,02-0000113245,-,상이군경회,-,2,1,001,20616,-,126.8694832619989,37.51105808412848
24-0000002905,02-0000064402,180,상이군경회,-,2,1,001,5458,1  ,126.86930577147228,37.51108970457892
24-0000015885,02-0000201379,-,상이군경회,-,2,1,001,20613,-,126.86920551728099,37.51053087320979
24-0000015884,02-0000201378,-,상이군경회,-,2,1,001,20612,-,126.86911727625164,37.51046066610304
24-0000000885,02-0000050702,180,대한신호,-,2,1,001,4423,1  ,127.10299499894323,37.543885252951874
24-0000015956,02-0000160414,-,(주)한길HC,-,2,1,001,20684,-,127.12807992010447,37.492356959933375
24-0000015990,02-0000202046,-,대한신호,-,2,1,001,20718,-,126.92689628912937,37.553369356471585
24-0000015989,02-0000202045,-,대한신호,-,2,1,001,20717,-,126.92704068314528,37.55326470479
24-0000016462,02-0000081840,-,(주)신흥트래픽,-,2,1,001,21190,-,127.05175060167689,37.62571039591634
24-0000016460,02-0000156013,-,(주)신흥트래픽,-,2,1,001,21188,-,127.05215069970833,37.62596601710231
24-0000016459,02-0000117306,-,(주)신흥트래픽,-,2,1,001,21187,-,127.05618132006309,37.670284294923384
24-0000016458,02-0000091895,-,(주)신흥트래픽,-,2,1,001,21186,-,127.05642510281314,37.670397364159314
24-0000016457,02-0000117307,-,(주)신흥트래픽,-,2,1,001,21185,-,127.05637926748604,37.670677816076605
24-0000016456,02-0000091901,-,(주)신흥트래픽,-,2,1,001,21184,-,127.05607116047673,37.670755109351745
24-0000010310,02-0000160948,180,(주)신흥트래픽,-,2,1,001,15038,1  ,127.04894566535314,37.67709577231983
24-0000006816,02-0000087455,180,(주)신흥트래픽,0,2,1,001,7268,1  ,127.04720716128807,37.674525986553874
24-0000003154,02-0000084722,180,(주)신흥트래픽,-,2,1,001,6884,1  ,127.06683428898175,37.657112979793006
24-0000006030,02-0000160658,180,(주)신흥트래픽,0,2,1,001,12040,1  ,127.0667233985802,37.657274733246
24-0000012438,02-0000151581,0  ,㈜한길에이치씨,-,2,1,001,17166,1  ,126.82670027340278,37.559652367509756
24-0000012440,02-0000158434,0  ,㈜한길에이치씨,-,2,1,001,17168,1  ,126.82677937510616,37.55995037536184
24-0000016189,02-0000153392,-,한길에이치씨,-,2,1,001,20917,-,127.02516369620105,37.49526527653688
24-0000016188,02-0000153390,-,한길에이치씨,-,2,1,001,20916,-,127.02504360681289,37.495447192805635
24-0000016187,02-0000153390,-,한길에이치씨,-,2,1,001,20915,-,127.02502381883563,37.495451702032774
24-0000016186,02-0000153391,-,한길에이치씨,-,2,1,001,20914,-,127.02489727329647,37.495348676116194
24-0000016184,02-0000036390,-,한길에이치씨,-,2,1,001,20912,-,127.02811383196739,37.49256479565199
24-0000003583,02-0000126729,180,대한신호,-,2,1,001,10094,1  ,127.02872456995772,37.495178582214066
24-0000002130,02-0000016495,180,대한신호,-,2,1,001,1870,1  ,126.98950445713997,37.47882734296839
24-0000007940,02-0000016462,180,대한신호,0,2,1,001,1852,1  ,126.98693361701582,37.491249445096024
24-0000000865,02-0000015710,180,한길에이치씨,-,2,1,001,1581,1  ,126.99641792897809,37.4809809465941
24-0000016183,02-0000017796,-,대한신호,-,2,1,001,20911,-,127.00984003912257,37.487037208861544
24-0000016180,02-0000106361,-,대한신호,-,2,1,001,20908,-,127.01012756957873,37.487222315718675
24-0000015779,02-0000188777,-,㈜한길에이치씨,-,2,1,001,20507,-,126.83806555711024,37.5585569215063
24-0000013997,02-0000196378,180,㈜한길에이치씨,-,2,1,001,18725,1  ,126.82046511787355,37.564110623417264
24-0000013999,02-0000196379,180,㈜한길에이치씨,-,2,1,001,18727,1  ,126.82054955788462,37.564003195492845
24-0000014000,02-0000182484,180,㈜한길에이치씨,-,2,1,001,18728,1  ,126.82057084368914,37.56397676111063
24-0000010544,02-0000035089,180,(주)대한신호,-,2,1,001,15272,1  ,127.0310956504203,37.49877482108356
24-0000000730,02-0000037839,180,(주)대한신호,-,2,1,001,3775,1  ,127.04516859916548,37.517818864787216
24-0000020547,02-0000222530,-,대한신호(주),-,2,1,001,25275,-,,
24-0000007733,02-0000171537,180,(주)대한신호,-,2,1,001,13223,1  ,127.10634848194853,37.46473683752693
24-0000007732,02-0000171536,180,(주)대한신호,-,2,1,001,13221,1  ,127.10630406575278,37.46510524562428
24-0000010516,02-0000039195,180,(주)대한신호,-,2,1,001,15244,1  ,127.11004684894927,37.464675139649756
24-0000006534,02-0000098839,0  ,(주)대한신호,-,2,1,001,8145,1  ,127.10987806089132,37.46507087854788
24-0000008837,02-0000109214,315,(주)대한신호,0,2,1,001,9107,1  ,127.04224706557598,37.48375062007316
24-0000003924,02-0000039762,180,(주)대한신호,-,2,1,001,3921,1  ,127.04550603741045,37.52647484521014
24-0000002554,02-0000098899,180,(주)대한신호,-,2,1,001,8149,1  ,127.04550565119216,37.52667928037767
24-0000011639,02-0000123195,180,(주)한길HC,-,2,1,001,16367,1  ,127.0411201657163,37.49221851777635
24-0000001797,02-0000001714,180,신흥IND,-,2,1,001,141,1  ,127.00600930083453,37.55886526861565
24-0000015182,02-0000101427,-,대한신호,-,2,1,001,19910,-,126.97043835244824,37.54484689243772
24-0000011821,02-0000065998,180,대한신호,-,2,1,001,16549,1  ,126.97083645573159,37.54486831265104
24-0000015181,02-0000180339,-,대한신호,-,2,1,001,19909,-,126.97081735115543,37.54502640027868
24-0000020546,02-0000133008,-,대한신호(주),-,2,1,001,25274,-,,
24-0000020539,02-0000089789,-,대한신호(주),-,2,1,001,25267,-,,
24-0000020537,02-0000129814,-,대한신호(주),-,2,1,001,25265,-,,
24-0000020517,02-0000222499,-,대한신호(주),-,2,1,001,25245,-,,
24-0000005712,02-0000095449,180,신흥트래픽㈜,0,2,1,001,7843,1  ,126.92318693311582,37.60656111786666
24-0000020515,02-0000222479,-,대한신호(주),-,2,1,001,25243,-,,
24-0000006185,02-0000161152,180,신흥트래픽㈜,0,2,1,001,12140,1  ,126.91354509216475,37.54949632170897
24-0000020496,02-0000222476,-,대한신호(주),-,2,1,001,25224,-,,
24-0000010894,02-0000179689,180,신흥트래픽㈜,-,2,1,001,15622,1  ,126.95884677064764,37.55715406167273
24-0000020495,02-0000222475,-,대한신호(주),-,2,1,001,25223,-,,
24-0000009906,02-0000161192,180,신흥트래픽㈜,-,2,1,001,14634,1  ,126.92127030958233,37.555288365151085
24-0000010732,02-0000169577,180,신흥트래픽㈜,-,2,1,001,15460,1  ,126.87919376911391,37.58474910954307
24-0000015892,02-0000042985,-,(주)대한신호,-,2,1,001,20620,-,127.08256293237424,37.51192627750734
24-0000000418,02-0000016604,180,(주)대한신호,-,2,1,001,1930,1  ,127.13179766151666,37.505593824850244
24-0000000419,02-0000106185,180,(주)대한신호,-,2,1,001,8838,1  ,127.13188667339132,37.505620042435076
24-0000007489,02-0000016646,180,삼일안전시스템,0,2,1,001,1951,1  ,127.14435221582355,37.49961224246364
24-0000010602,02-0000096409,180,삼일안전시스템,-,2,1,001,15330,1  ,127.14431519391711,37.49947662922232
24-0000013016,02-0000137270,180,(주)대한신호,-,2,1,001,17744,1  ,127.12677863833171,37.476095902303705
24-0000000123,02-0000042304,180,(주)대한신호,-,2,1,001,4078,1  ,127.09675780280084,37.498482284863755
24-0000001469,02-0000009015,180,신흥IND,-,2,1,001,938,1  ,126.9097980330069,37.578076914898524
24-0000003974,02-0000097691,180,삼일안전시스템,-,2,1,001,3174,1  ,126.88198874495527,37.49200190845462
24-0000013226,02-0000196082,180,(주)대한신호,-,2,1,001,17954,1  ,127.17942530258048,37.56779919527326
24-0000013227,02-0000196083,180,(주)대한신호,-,2,1,001,17955,1  ,127.17923876808231,37.56784278476325
24-0000001913,02-0000008508,180,신흥IND,-,2,1,001,878,1  ,126.91707476675563,37.58901816725963
24-0000009244,02-0000008527,180,신흥IND,-,2,1,001,13972,1  ,126.90795321237812,37.58243471677618
24-0000016291,02-0000152672,-,대한신호㈜,-,2,1,001,21019,-,127.0379194901907,37.56129310642075
24-0000016290,02-0000203118,-,대한신호㈜,-,2,1,001,21018,-,127.03793641013883,37.56118412930423
24-0000012685,02-0000152671,180,신흥IND,-,2,1,001,17413,1  ,127.03794276702317,37.56116076517081
24-0000016289,02-0000203117,-,신흥IND,-,2,1,001,21017,-,127.03778371495908,37.56109159073976
24-0000012688,02-0000152669,180,대한신호㈜,-,2,1,001,17416,1  ,127.0377411554342,37.56114112052727
24-0000016288,02-0000203116,-,대한신호㈜,-,2,1,001,21016,-,127.03769921831825,37.56139008676928
24-0000016287,02-0000203115,-,대한신호㈜,-,2,1,001,21015,-,127.03765494821666,37.561335988714895
24-0000012687,02-0000152674,180,대한신호㈜,-,2,1,001,17415,1  ,127.03759288123314,37.56133150483663
24-0000012686,02-0000152673,180,신흥IND,-,2,1,001,17414,1  ,127.03790501825722,37.56133458085155
24-0000000391,02-0000110420,180,대한신호,-,2,1,001,9175,1  ,127.1284686900999,37.501932629304434
24-0000000383,02-0000022208,180,대한신호,-,2,1,001,2544,1  ,127.12841682540018,37.502045005820776
24-0000000065,02-0000096401,180,대한신호,-,2,1,001,7935,1  ,127.12823552800586,37.50225412334833
24-0000000392,02-0000045132,180,대한신호,0,2,1,001,4161,1  ,127.12801191735434,37.50224422541347
24-0000000160,02-0000044944,180,대한신호,-,2,1,001,4156,1  ,127.12783278610247,37.502066470864484
24-0000016340,02-0000016498,-,대한신호,-,2,1,001,21068,-,127.12786776833246,37.50185582302916
24-0000016339,02-0000203258,-,대한신호,-,2,1,001,21067,-,127.12808099022303,37.50171537309529
24-0000000382,02-0000016490,180,대한신호,-,2,1,001,1863,1  ,127.12819731201893,37.50177639026425
24-0000012436,02-0000139552,0  ,대한신호,-,2,1,001,17164,1  ,126.85464796967746,37.55530116169107
24-0000016656,02-0000150823,-,대한신호,-,2,1,001,21384,-,126.82862474653328,37.55358587083613
24-0000016655,02-0000150827,-,대한신호,-,2,1,001,21383,-,126.82853596056752,37.55343932994179
24-0000016654,02-0000150826,-,대한신호,-,2,1,001,21382,-,126.82821901270975,37.553470404145656
24-0000016653,02-0000150821,-,대한신호,-,2,1,001,21381,-,126.8283155772419,37.5536175197106
24-0000016652,02-0000150778,-,대한신호,-,2,1,001,21380,-,126.82626472923445,37.5556548678575
24-0000016651,02-0000150777,-,대한신호,-,2,1,001,21379,-,126.82649623445282,37.55556567174362
24-0000016650,02-0000150781,-,대한신호,-,2,1,001,21378,-,126.8264778889469,37.55524113695469
24-0000016649,02-0000150780,-,대한신호,-,2,1,001,21377,-,126.82622725021308,37.5553460723206
24-0000016648,02-0000150818,-,대한신호,-,2,1,001,21376,-,126.83031982910721,37.553194157698485
24-0000016647,02-0000157571,-,대한신호,-,2,1,001,21375,-,126.83042793913211,37.553366966550406
24-0000016646,02-0000150819,-,대한신호,-,2,1,001,21374,-,126.82996661832746,37.553309652942986
24-0000016645,02-0000150820,-,대한신호,-,2,1,001,21373,-,126.83009138781381,37.553430479426666
24-0000015143,02-0000199323,-,-,-,2,1,001,19871,-,126.88064703953029,37.4760312658682
24-0000015140,02-0000106262,-,대한신호,-,2,1,001,19868,-,126.8805898959917,37.47590326167262
24-0000007889,02-0000106262,180,-,0,1,1,001,8855,1  ,126.88059441706316,37.475912855392764
24-0000007890,02-0000017136,180,-,0,1,1,001,2039,1  ,126.88064050079092,37.476037575779955
24-0000003777,02-0000199382,180,-,-,2,1,001,10411,1  ,126.88771909799657,37.46624970410769
24-0000011549,02-0000180782,180,진우산전(주),-,2,1,001,16277,1  ,126.88726126544276,37.46735658368745
24-0000015098,02-0000199007,180,대한신호,-,2,1,001,19826,1  ,126.98242205779869,37.493759920248394
24-0000015879,02-0000201374,-,상이군경회,-,2,1,001,20607,-,126.86848914259244,37.509837399635536
24-0000005814,02-0000159318,180,대한신호,0,2,1,001,11917,1  ,126.98293865032596,37.493867034089696
24-0000015279,02-0000044437,-,(주)대한신호,-,2,1,001,20007,-,127.10534714256504,37.50698490175939
24-0000002502,02-0000036832,180,정우신호테크,-,2,1,001,3689,1  ,127.03979408634665,37.50713473718542
24-0000015878,02-0000064394,-,상이군경회,-,2,1,001,20606,-,126.86861757222496,37.50997104679911
24-0000015100,02-0000199019,180,(주)대한신호,-,2,1,001,19828,1  ,127.0632116395149,37.50927048202212
24-0000015151,02-0000041757,-,(주)대한신호,-,2,1,001,19879,-,127.09247712565194,37.51170581553642
24-0000015150,02-0000173736,-,(주)대한신호,-,2,1,001,19878,-,127.09290964956746,37.511713070407815
24-0000001335,02-0000039552,180,(주)대한신호,-,2,1,001,3903,1  ,127.05893440434083,37.498404846605304
24-0000001146,02-0000039004,180,(주)한길HC,-,2,1,001,3851,1  ,127.05865267400101,37.503359565021334
24-0000002490,02-0000098485,180,(주)한길HC,-,2,1,001,3603,1  ,127.03986165862152,37.501876450257846
24-0000015476,02-0000200489,-,(주)대한신호,-,2,1,001,20204,-,127.13314643985414,37.53770965031193
24-0000015475,02-0000200488,-,(주)대한신호,-,2,1,001,20203,-,127.13322687384019,37.53768635885344
24-0000015468,02-0000144102,-,(주)대한신호,-,2,1,001,20196,-,127.13239656462122,37.53791260744569
24-0000015326,02-0000111025,-,(주)대한신호,-,2,1,001,20054,-,127.14721767442826,37.525751916593045
24-0000003713,02-0000134007,180,대한신호,-,2,1,001,10568,1  ,127.06037488401037,37.58946709133242
24-0000015883,02-0000201377,-,상이군경회,-,2,1,001,20611,-,126.86901462173113,37.51054811863153
24-0000015882,02-0000201376,-,상이군경회,-,2,1,001,20610,-,126.86815744631446,37.50954649068035
24-0000015881,02-0000201375,-,상이군경회,-,2,1,001,20609,-,126.86807884334833,37.509624396084284
24-0000015880,02-0000064393,-,상이군경회,-,2,1,001,20608,-,126.86830033543391,37.50988394651147
24-0000018373,02-0000080009,-,-,-,2,1,001,23101,-,127.09720146476353,37.590402370995434
24-0000018374,02-0000102585,-,-,-,2,1,001,23102,-,127.09666002079135,37.58931990886808
24-0000015877,02-0000201373,-,상이군경회,-,2,1,001,20605,-,126.8684618930309,37.51001643628178
24-0000018376,02-0000218640,-,-,-,2,1,001,23104,-,127.0968847203262,37.5893131383945
24-0000016066,02-0000122858,-,대한신호,-,2,1,001,20794,-,127.02396819071548,37.55574879998958
24-0000016027,02-0000198537,-,대한신호,-,2,1,001,20755,-,127.02453879245463,37.554305924629595
24-0000018377,02-0000218641,-,-,-,2,1,001,23105,-,127.09694276779287,37.58942798974351
24-0000001765,02-0000103944,180,대한신호,-,2,1,001,8555,1  ,126.9420632259448,37.559199806670584
24-0000000256,02-0000092579,180,한길에이치씨,-,2,1,001,7706,1  ,127.07534979510042,37.65778781661977
24-0000000240,02-0000085256,180,한길에이치씨,-,2,1,001,6977,1  ,127.07530499856529,37.657616095570816
24-0000004813,02-0000081835,180,한길에이치씨,-,2,1,001,6534,1  ,127.0520012550281,37.625884994250974
24-0000015395,02-0000200146,-,(주)한길HC,-,2,1,001,20123,-,127.1183634500568,37.485774049206945
24-0000015467,02-0000200481,-,(주)대한신호,-,2,1,001,20195,-,127.13256103874191,37.53797305854136
24-0000011021,02-0000020329,0  ,대한신호,-,2,1,001,15749,1  ,126.9330870995841,37.47004853528679
24-0000003068,02-0000082319,180,대한신호,-,2,1,001,6580,1  ,127.0797941381814,37.60165549288166
24-0000012529,02-0000082314,0  ,대한신호,-,2,1,001,17257,1  ,127.07966717313076,37.60150913113663
24-0000015910,02-0000201555,-,대한신호,-,2,1,001,20638,-,126.92843620276373,37.576126749109676
24-0000015507,02-0000200779,-,-,-,2,1,001,20235,-,126.93647876851362,37.60274357595833
24-0000006800,02-0000165853,180,대한신호(주),0,2,1,001,12547,1  ,126.93543161324789,37.60196880938343
24-0000006799,02-0000165852,180,삼일안전시스템,0,2,1,001,12546,1  ,126.93528641566846,37.60202999285273
24-0000014878,02-0000198125,180,신흥IND,-,2,1,001,19606,1  ,126.98371007476065,37.560824380193736
24-0000003986,02-0000144290,180,신흥트래픽,-,2,1,001,11181,1  ,126.9569602950004,37.55436061013335
24-0000003897,02-0000139025,180,신흥트래픽,-,2,1,001,10970,1  ,126.92267177800527,37.54499193067201
24-0000008507,02-0000174524,0  ,신흥트래픽,0,2,1,001,13641,1  ,126.91211822751622,37.56518723003538
24-0000005619,02-0000014212,180,신흥트래픽,0,2,1,001,1423,1  ,126.90927090422198,37.55685108386171
24-0000013190,02-0000179670,180,신흥트래픽,-,2,1,001,17918,1  ,126.95233670303364,37.55705428225122
24-0000001937,02-0000006424,180,대한신호,-,2,1,001,704,1  ,126.93308018093325,37.549927807147846
24-0000003412,02-0000123896,180,대한신호,-,2,1,001,9880,1  ,126.93316191431217,37.549985002346546
24-0000003504,02-0000006426,180,대한신호,-,2,1,001,708,1  ,126.93287633802832,37.550220991064876
24-0000001899,02-0000006425,180,대한신호,-,2,1,001,706,1  ,126.93307235485976,37.55026816785632
24-0000010336,02-0000010433,180,대한신호,-,2,1,001,15064,1  ,126.92196864223453,37.58625566065252
24-0000010335,02-0000105378,180,대한신호,-,2,1,001,15063,1  ,126.92202577321758,37.586399923203814
24-0000006453,02-0000162686,180,신흥트래픽,0,2,1,001,12316,1  ,126.92408670414396,37.55294456507968
24-0000006452,02-0000162685,180,신흥트래픽,0,2,1,001,12315,1  ,126.9241104930629,37.552782062888376
24-0000006449,02-0000162682,180,신흥트래픽,0,2,1,001,12310,1  ,126.92445793342571,37.552852298174926
24-0000001661,02-0000098490,180,신흥트래픽,-,2,1,001,8117,1  ,126.94846608896678,37.556800207000556
24-0000001504,02-0000005667,180,신흥트래픽,-,2,1,001,642,1  ,126.94853169010878,37.557064903578826
24-0000011176,02-0000104444,0  ,신흥트래픽,-,2,1,001,15904,1  ,126.931738447621,37.54542544918611
24-0000011174,02-0000004628,0  ,신흥트래픽,-,2,1,001,15902,1  ,126.93213935498729,37.545407514010066
24-0000005662,02-0000158406,180,신흥트래픽,-,2,1,001,11763,1  ,126.91597597343592,37.55484423142632
24-0000016580,02-0000178621,-,-,-,2,1,001,21308,-,126.91522519334785,37.56808743541926
24-0000016579,02-0000178620,-,-,-,2,1,001,21307,-,126.91524230588288,37.568247034798425
24-0000016578,02-0000007885,-,신흥트래픽,-,2,1,001,21306,-,126.92959125390124,37.60131352355292
24-0000003103,02-0000086467,180,한길에이치씨,-,2,1,001,7149,1  ,127.01676451818321,37.65725525146273
24-0000003102,02-0000086466,180,한길에이치씨,-,2,1,001,7147,1  ,127.01671425552243,37.65737351248846
24-0000010266,02-0000086472,180,한길에이치씨,-,2,1,001,14994,1  ,127.01542729248042,37.65745477620145
